location,date,vaccine,total_vaccinations
Czechia,2021-04-06,Johnson&Johnson,154
Czechia,2021-04-06,Moderna,195560
Czechia,2021-04-06,Oxford/AstraZeneca,240687
Czechia,2021-04-06,Pfizer/BioNTech,1463159
Czechia,2021-04-06,Sinovac,8
Czechia,2021-04-07,Johnson&Johnson,170
Czechia,2021-04-07,Moderna,204014
Czechia,2021-04-07,Oxford/AstraZeneca,248834
Czechia,2021-04-07,Pfizer/BioNTech,1492264
Czechia,2021-04-08,Johnson&Johnson,195
Czechia,2021-04-08,Moderna,210298
Czechia,2021-04-08,Oxford/AstraZeneca,260333
Czechia,2021-04-08,Pfizer/BioNTech,1544303
Czechia,2021-04-09,Johnson&Johnson,215
Czechia,2021-04-09,Moderna,217925
Czechia,2021-04-09,Oxford/AstraZeneca,271782
Czechia,2021-04-09,Pfizer/BioNTech,1594988
Czechia,2021-04-09,Sinovac,9
Czechia,2021-04-10,Johnson&Johnson,240
Czechia,2021-04-10,Moderna,219509
Czechia,2021-04-10,Oxford/AstraZeneca,275291
Czechia,2021-04-10,Pfizer/BioNTech,1620731
Czechia,2021-04-11,Johnson&Johnson,252
Czechia,2021-04-11,Moderna,220653
Czechia,2021-04-11,Oxford/AstraZeneca,275811
Czechia,2021-04-11,Pfizer/BioNTech,1638895
Czechia,2021-04-12,Johnson&Johnson,271
Czechia,2021-04-12,Moderna,229294
Czechia,2021-04-12,Oxford/AstraZeneca,284785
Czechia,2021-04-12,Pfizer/BioNTech,1684706
Czechia,2021-04-12,Sinovac,10
Czechia,2021-04-13,Moderna,239926
Czechia,2021-04-13,Oxford/AstraZeneca,294327
Czechia,2021-04-13,Pfizer/BioNTech,1726881
Czechia,2021-04-14,Moderna,250422
Czechia,2021-04-14,Oxford/AstraZeneca,304447
Czechia,2021-04-14,Pfizer/BioNTech,1772530
Czechia,2021-04-15,Moderna,260011
Czechia,2021-04-15,Oxford/AstraZeneca,313588
Czechia,2021-04-15,Pfizer/BioNTech,1827410
Czechia,2021-04-16,Moderna,270117
Czechia,2021-04-16,Oxford/AstraZeneca,320365
Czechia,2021-04-16,Pfizer/BioNTech,1880922
Czechia,2021-04-17,Moderna,272511
Czechia,2021-04-17,Oxford/AstraZeneca,320998
Czechia,2021-04-17,Pfizer/BioNTech,1903647
Czechia,2021-04-18,Moderna,273414
Czechia,2021-04-18,Oxford/AstraZeneca,321158
Czechia,2021-04-18,Pfizer/BioNTech,1920572
Czechia,2021-04-18,Sinovac,11
Czechia,2021-04-19,Johnson&Johnson,272
Czechia,2021-04-19,Moderna,280351
Czechia,2021-04-19,Oxford/AstraZeneca,326787
Czechia,2021-04-19,Pfizer/BioNTech,1967408
Czechia,2021-04-20,Johnson&Johnson,274
Czechia,2021-04-20,Moderna,287256
Czechia,2021-04-20,Oxford/AstraZeneca,333578
Czechia,2021-04-20,Pfizer/BioNTech,2012188
Czechia,2021-04-21,Moderna,292717
Czechia,2021-04-21,Oxford/AstraZeneca,341071
Czechia,2021-04-21,Pfizer/BioNTech,2061371
Czechia,2021-04-22,Johnson&Johnson,303
Czechia,2021-04-22,Moderna,298651
Czechia,2021-04-22,Oxford/AstraZeneca,349234
Czechia,2021-04-22,Pfizer/BioNTech,2119154
Czechia,2021-04-22,Sinovac,12
Czechia,2021-04-23,Johnson&Johnson,524
Czechia,2021-04-23,Moderna,302570
Czechia,2021-04-23,Oxford/AstraZeneca,355463
Czechia,2021-04-23,Pfizer/BioNTech,2170639
Czechia,2021-04-23,Sinovac,13
Czechia,2021-04-24,Johnson&Johnson,538
Czechia,2021-04-24,Moderna,303410
Czechia,2021-04-24,Oxford/AstraZeneca,356172
Czechia,2021-04-24,Pfizer/BioNTech,2192208
Czechia,2021-04-24,Sinovac,14
Czechia,2021-04-25,Johnson&Johnson,554
Czechia,2021-04-25,Moderna,304876
Czechia,2021-04-25,Oxford/AstraZeneca,356370
Czechia,2021-04-25,Pfizer/BioNTech,2209229
Czechia,2021-04-26,Johnson&Johnson,1092
Czechia,2021-04-26,Moderna,309219
Czechia,2021-04-26,Oxford/AstraZeneca,362023
Czechia,2021-04-26,Pfizer/BioNTech,2255340
Czechia,2021-04-27,Johnson&Johnson,2022
Czechia,2021-04-27,Moderna,315566
Czechia,2021-04-27,Oxford/AstraZeneca,368742
Czechia,2021-04-27,Pfizer/BioNTech,2301662
Czechia,2021-04-27,Sinovac,15
Czechia,2021-04-28,Johnson&Johnson,3470
Czechia,2021-04-28,Moderna,324013
Czechia,2021-04-28,Oxford/AstraZeneca,375468
Czechia,2021-04-28,Pfizer/BioNTech,2356398
Czechia,2021-04-28,Sinopharm/Beijing,4
Czechia,2021-04-29,Johnson&Johnson,5075
Czechia,2021-04-29,Moderna,331903
Czechia,2021-04-29,Oxford/AstraZeneca,382048
Czechia,2021-04-29,Pfizer/BioNTech,2420262
Czechia,2021-04-30,Johnson&Johnson,6535
Czechia,2021-04-30,Moderna,335728
Czechia,2021-04-30,Oxford/AstraZeneca,385983
Czechia,2021-04-30,Pfizer/BioNTech,2481870
Czechia,2021-05-01,Johnson&Johnson,6646
Czechia,2021-05-01,Moderna,336944
Czechia,2021-05-01,Oxford/AstraZeneca,386251
Czechia,2021-05-01,Pfizer/BioNTech,2503027
Czechia,2021-05-02,Johnson&Johnson,6687
Czechia,2021-05-02,Moderna,337444
Czechia,2021-05-02,Oxford/AstraZeneca,386380
Czechia,2021-05-02,Pfizer/BioNTech,2523563
Czechia,2021-05-03,Johnson&Johnson,7814
Czechia,2021-05-03,Moderna,340466
Czechia,2021-05-03,Oxford/AstraZeneca,389622
Czechia,2021-05-03,Pfizer/BioNTech,2587396
Czechia,2021-05-04,Johnson&Johnson,9378
Czechia,2021-05-04,Moderna,347606
Czechia,2021-05-04,Oxford/AstraZeneca,393966
Czechia,2021-05-04,Pfizer/BioNTech,2647711
Czechia,2021-05-05,Johnson&Johnson,11351
Czechia,2021-05-05,Moderna,353285
Czechia,2021-05-05,Oxford/AstraZeneca,400250
Czechia,2021-05-05,Pfizer/BioNTech,2714458
Czechia,2021-05-06,Johnson&Johnson,13317
Czechia,2021-05-06,Moderna,358718
Czechia,2021-05-06,Oxford/AstraZeneca,407673
Czechia,2021-05-06,Pfizer/BioNTech,2788871
Czechia,2021-05-06,Sinovac,16
Czechia,2021-05-07,Johnson&Johnson,15244
Czechia,2021-05-07,Moderna,363636
Czechia,2021-05-07,Oxford/AstraZeneca,413505
Czechia,2021-05-07,Pfizer/BioNTech,2861748
Czechia,2021-05-08,Johnson&Johnson,15400
Czechia,2021-05-08,Moderna,364769
Czechia,2021-05-08,Oxford/AstraZeneca,413825
Czechia,2021-05-08,Pfizer/BioNTech,2891328
Czechia,2021-05-09,Johnson&Johnson,15412
Czechia,2021-05-09,Moderna,365837
Czechia,2021-05-09,Oxford/AstraZeneca,414268
Czechia,2021-05-09,Pfizer/BioNTech,2915260
Czechia,2021-05-10,Johnson&Johnson,17097
Czechia,2021-05-10,Moderna,371512
Czechia,2021-05-10,Oxford/AstraZeneca,420281
Czechia,2021-05-10,Pfizer/BioNTech,2980246
Czechia,2021-05-11,Johnson&Johnson,18920
Czechia,2021-05-11,Moderna,377842
Czechia,2021-05-11,Oxford/AstraZeneca,427912
Czechia,2021-05-11,Pfizer/BioNTech,3047630
Czechia,2021-05-12,Johnson&Johnson,20510
Czechia,2021-05-12,Moderna,386270
Czechia,2021-05-12,Oxford/AstraZeneca,435377
Czechia,2021-05-12,Pfizer/BioNTech,3117645
Czechia,2021-05-13,Johnson&Johnson,22022
Czechia,2021-05-13,Moderna,393698
Czechia,2021-05-13,Oxford/AstraZeneca,442403
Czechia,2021-05-13,Pfizer/BioNTech,3193410
Czechia,2021-05-13,Sinovac,17
Czechia,2021-05-14,Johnson&Johnson,23136
Czechia,2021-05-14,Moderna,399259
Czechia,2021-05-14,Oxford/AstraZeneca,448322
Czechia,2021-05-14,Pfizer/BioNTech,3267097
Czechia,2021-05-15,Johnson&Johnson,23219
Czechia,2021-05-15,Moderna,400006
Czechia,2021-05-15,Oxford/AstraZeneca,450309
Czechia,2021-05-15,Pfizer/BioNTech,3298453
Czechia,2021-05-16,Johnson&Johnson,23233
Czechia,2021-05-16,Moderna,400717
Czechia,2021-05-16,Oxford/AstraZeneca,451117
Czechia,2021-05-16,Pfizer/BioNTech,3324014
Czechia,2021-05-17,Johnson&Johnson,24114
Czechia,2021-05-17,Moderna,405711
Czechia,2021-05-17,Oxford/AstraZeneca,455783
Czechia,2021-05-17,Pfizer/BioNTech,3391893
Czechia,2021-05-18,Johnson&Johnson,25121
Czechia,2021-05-18,Moderna,413580
Czechia,2021-05-18,Oxford/AstraZeneca,461854
Czechia,2021-05-18,Pfizer/BioNTech,3461055
Czechia,2021-05-19,Johnson&Johnson,26353
Czechia,2021-05-19,Moderna,423973
Czechia,2021-05-19,Oxford/AstraZeneca,468421
Czechia,2021-05-19,Pfizer/BioNTech,3534304
Czechia,2021-05-19,Sinovac,18
Czechia,2021-05-20,Johnson&Johnson,27990
Czechia,2021-05-20,Moderna,434569
Czechia,2021-05-20,Oxford/AstraZeneca,475220
Czechia,2021-05-20,Pfizer/BioNTech,3616211
Czechia,2021-05-21,Johnson&Johnson,29422
Czechia,2021-05-21,Moderna,442561
Czechia,2021-05-21,Oxford/AstraZeneca,481041
Czechia,2021-05-21,Pfizer/BioNTech,3696211
Czechia,2021-05-22,Johnson&Johnson,29610
Czechia,2021-05-22,Moderna,444432
Czechia,2021-05-22,Oxford/AstraZeneca,482940
Czechia,2021-05-22,Pfizer/BioNTech,3735786
Czechia,2021-05-23,Johnson&Johnson,29627
Czechia,2021-05-23,Moderna,445362
Czechia,2021-05-23,Oxford/AstraZeneca,484415
Czechia,2021-05-23,Pfizer/BioNTech,3764842
Czechia,2021-05-23,Sinopharm/Beijing,5
Czechia,2021-05-24,Johnson&Johnson,30912
Czechia,2021-05-24,Moderna,454065
Czechia,2021-05-24,Oxford/AstraZeneca,490809
Czechia,2021-05-24,Pfizer/BioNTech,3828071
Czechia,2021-05-25,Johnson&Johnson,32694
Czechia,2021-05-25,Moderna,462873
Czechia,2021-05-25,Oxford/AstraZeneca,502026
Czechia,2021-05-25,Pfizer/BioNTech,3892257
Czechia,2021-05-26,Johnson&Johnson,34606
Czechia,2021-05-26,Moderna,472821
Czechia,2021-05-26,Oxford/AstraZeneca,513037
Czechia,2021-05-26,Pfizer/BioNTech,3972803
Czechia,2021-05-26,Sinopharm/Beijing,7
Czechia,2021-05-27,Johnson&Johnson,36716
Czechia,2021-05-27,Moderna,482918
Czechia,2021-05-27,Oxford/AstraZeneca,522654
Czechia,2021-05-27,Pfizer/BioNTech,4057681
Czechia,2021-05-28,Johnson&Johnson,38833
Czechia,2021-05-28,Moderna,492837
Czechia,2021-05-28,Oxford/AstraZeneca,532005
Czechia,2021-05-28,Pfizer/BioNTech,4142554
Czechia,2021-05-29,Johnson&Johnson,38983
Czechia,2021-05-29,Moderna,495455
Czechia,2021-05-29,Oxford/AstraZeneca,534491
Czechia,2021-05-29,Pfizer/BioNTech,4183582
Czechia,2021-05-30,Johnson&Johnson,39003
Czechia,2021-05-30,Moderna,496444
Czechia,2021-05-30,Oxford/AstraZeneca,537106
Czechia,2021-05-30,Pfizer/BioNTech,4216833
Czechia,2021-05-30,Sinopharm/Beijing,8
Czechia,2021-05-31,Johnson&Johnson,40860
Czechia,2021-05-31,Moderna,504763
Czechia,2021-05-31,Oxford/AstraZeneca,545480
Czechia,2021-05-31,Pfizer/BioNTech,4299707
Czechia,2021-06-01,Johnson&Johnson,43148
Czechia,2021-06-01,Moderna,515222
Czechia,2021-06-01,Oxford/AstraZeneca,557291
Czechia,2021-06-01,Pfizer/BioNTech,4380879
Czechia,2021-06-02,Johnson&Johnson,45611
Czechia,2021-06-02,Moderna,524581
Czechia,2021-06-02,Oxford/AstraZeneca,568863
Czechia,2021-06-02,Pfizer/BioNTech,4472036
Czechia,2021-06-02,Sinovac,19
Czechia,2021-06-03,Johnson&Johnson,48403
Czechia,2021-06-03,Moderna,534166
Czechia,2021-06-03,Oxford/AstraZeneca,580828
Czechia,2021-06-03,Pfizer/BioNTech,4563401
Czechia,2021-06-04,Johnson&Johnson,51644
Czechia,2021-06-04,Moderna,543480
Czechia,2021-06-04,Oxford/AstraZeneca,591367
Czechia,2021-06-04,Pfizer/BioNTech,4657644
Czechia,2021-06-05,Johnson&Johnson,51780
Czechia,2021-06-05,Moderna,544378
Czechia,2021-06-05,Oxford/AstraZeneca,593467
Czechia,2021-06-05,Pfizer/BioNTech,4707511
Czechia,2021-06-06,Johnson&Johnson,51865
Czechia,2021-06-06,Moderna,544918
Czechia,2021-06-06,Oxford/AstraZeneca,594411
Czechia,2021-06-06,Pfizer/BioNTech,4748008
Czechia,2021-06-06,Sinopharm/Beijing,9
Czechia,2021-06-06,Sinovac,20
Czechia,2021-06-07,Johnson&Johnson,54989
Czechia,2021-06-07,Moderna,552735
Czechia,2021-06-07,Oxford/AstraZeneca,603243
Czechia,2021-06-07,Pfizer/BioNTech,4844478
Czechia,2021-06-07,Sinopharm/Beijing,10
Czechia,2021-06-08,Johnson&Johnson,58044
Czechia,2021-06-08,Moderna,560991
Czechia,2021-06-08,Oxford/AstraZeneca,613798
Czechia,2021-06-08,Pfizer/BioNTech,4938605
Czechia,2021-06-08,Sinovac,22
Czechia,2021-06-09,Johnson&Johnson,61688
Czechia,2021-06-09,Moderna,570474
Czechia,2021-06-09,Oxford/AstraZeneca,624398
Czechia,2021-06-09,Pfizer/BioNTech,5035161
Czechia,2021-06-09,Sinovac,23
Czechia,2021-06-10,Johnson&Johnson,64784
Czechia,2021-06-10,Moderna,580694
Czechia,2021-06-10,Oxford/AstraZeneca,635326
Czechia,2021-06-10,Pfizer/BioNTech,5133015
Czechia,2021-06-10,Sinovac,27
Czechia,2021-06-11,Covaxin,3
Czechia,2021-06-11,Johnson&Johnson,67921
Czechia,2021-06-11,Moderna,589690
Czechia,2021-06-11,Oxford/AstraZeneca,643992
Czechia,2021-06-11,Pfizer/BioNTech,5231074
Czechia,2021-06-11,Sinovac,29
Czechia,2021-06-12,Johnson&Johnson,68030
Czechia,2021-06-12,Moderna,590635
Czechia,2021-06-12,Oxford/AstraZeneca,645412
Czechia,2021-06-12,Pfizer/BioNTech,5281394
Czechia,2021-06-12,Sinovac,30
Czechia,2021-06-13,Johnson&Johnson,68088
Czechia,2021-06-13,Moderna,591046
Czechia,2021-06-13,Oxford/AstraZeneca,645608
Czechia,2021-06-13,Pfizer/BioNTech,5323168
Czechia,2021-06-14,Johnson&Johnson,70494
Czechia,2021-06-14,Moderna,599287
Czechia,2021-06-14,Oxford/AstraZeneca,653133
Czechia,2021-06-14,Pfizer/BioNTech,5420104
Czechia,2021-06-14,Sinovac,34
Czechia,2021-06-15,Johnson&Johnson,72678
Czechia,2021-06-15,Moderna,609833
Czechia,2021-06-15,Oxford/AstraZeneca,661994
Czechia,2021-06-15,Pfizer/BioNTech,5513434
Czechia,2021-06-15,Sinovac,37
Czechia,2021-06-16,Johnson&Johnson,75226
Czechia,2021-06-16,Moderna,619286
Czechia,2021-06-16,Oxford/AstraZeneca,670569
Czechia,2021-06-16,Pfizer/BioNTech,5611405
Czechia,2021-06-17,Johnson&Johnson,77420
Czechia,2021-06-17,Moderna,627274
Czechia,2021-06-17,Oxford/AstraZeneca,678701
Czechia,2021-06-17,Pfizer/BioNTech,5713474
Czechia,2021-06-17,Sinovac,38
Czechia,2021-06-18,Johnson&Johnson,79479
Czechia,2021-06-18,Moderna,635296
Czechia,2021-06-18,Oxford/AstraZeneca,684521
Czechia,2021-06-18,Pfizer/BioNTech,5818591
Czechia,2021-06-19,Johnson&Johnson,79508
Czechia,2021-06-19,Moderna,636508
Czechia,2021-06-19,Oxford/AstraZeneca,685155
Czechia,2021-06-19,Pfizer/BioNTech,5867855
Czechia,2021-06-19,Sinopharm/Beijing,11
Czechia,2021-06-19,Sinovac,39
Czechia,2021-06-20,Johnson&Johnson,79548
Czechia,2021-06-20,Moderna,637817
Czechia,2021-06-20,Oxford/AstraZeneca,685284
Czechia,2021-06-20,Pfizer/BioNTech,5907635
Czechia,2021-06-20,Sinovac,42
Czechia,2021-06-21,Johnson&Johnson,80983
Czechia,2021-06-21,Moderna,647083
Czechia,2021-06-21,Oxford/AstraZeneca,691741
Czechia,2021-06-21,Pfizer/BioNTech,6000200
Czechia,2021-06-21,Sinopharm/Beijing,12
Czechia,2021-06-21,Sinovac,43
Czechia,2021-06-22,Johnson&Johnson,82602
Czechia,2021-06-22,Moderna,656588
Czechia,2021-06-22,Oxford/AstraZeneca,700346
Czechia,2021-06-22,Pfizer/BioNTech,6094196
Czechia,2021-06-22,Sinovac,44
Czechia,2021-06-23,Johnson&Johnson,84410
Czechia,2021-06-23,Moderna,667592
Czechia,2021-06-23,Oxford/AstraZeneca,708790
Czechia,2021-06-23,Pfizer/BioNTech,6188158
Czechia,2021-06-23,Sinovac,45
Czechia,2021-06-24,Johnson&Johnson,86236
Czechia,2021-06-24,Moderna,677497
Czechia,2021-06-24,Oxford/AstraZeneca,716983
Czechia,2021-06-24,Pfizer/BioNTech,6286385
Czechia,2021-06-24,Sinovac,47
Czechia,2021-06-25,Johnson&Johnson,87943
Czechia,2021-06-25,Moderna,686616
Czechia,2021-06-25,Oxford/AstraZeneca,723031
Czechia,2021-06-25,Pfizer/BioNTech,6385185
Czechia,2021-06-25,Sinovac,48
Czechia,2021-06-26,Johnson&Johnson,87986
Czechia,2021-06-26,Moderna,688106
Czechia,2021-06-26,Oxford/AstraZeneca,724691
Czechia,2021-06-26,Pfizer/BioNTech,6432767
Czechia,2021-06-27,Johnson&Johnson,88002
Czechia,2021-06-27,Moderna,689190
Czechia,2021-06-27,Oxford/AstraZeneca,724841
Czechia,2021-06-27,Pfizer/BioNTech,6472195
Czechia,2021-06-27,Sinovac,49
Czechia,2021-06-28,Johnson&Johnson,89267
Czechia,2021-06-28,Moderna,698032
Czechia,2021-06-28,Oxford/AstraZeneca,731806
Czechia,2021-06-28,Pfizer/BioNTech,6567546
Czechia,2021-06-28,Sinovac,50
Czechia,2021-06-29,Johnson&Johnson,90723
Czechia,2021-06-29,Moderna,709009
Czechia,2021-06-29,Oxford/AstraZeneca,741431
Czechia,2021-06-29,Pfizer/BioNTech,6659909
Czechia,2021-06-29,Sinovac,53
Czechia,2021-06-30,Johnson&Johnson,92079
Czechia,2021-06-30,Moderna,721345
Czechia,2021-06-30,Oxford/AstraZeneca,750525
Czechia,2021-06-30,Pfizer/BioNTech,6754370
Czechia,2021-07-01,Johnson&Johnson,93857
Czechia,2021-07-01,Moderna,732307
Czechia,2021-07-01,Oxford/AstraZeneca,760044
Czechia,2021-07-01,Pfizer/BioNTech,6844492
Czechia,2021-07-01,Sinovac,54
Czechia,2021-07-02,Johnson&Johnson,95586
Czechia,2021-07-02,Moderna,743361
Czechia,2021-07-02,Oxford/AstraZeneca,767180
Czechia,2021-07-02,Pfizer/BioNTech,6935585
Czechia,2021-07-03,Johnson&Johnson,95612
Czechia,2021-07-03,Moderna,744639
Czechia,2021-07-03,Oxford/AstraZeneca,767850
Czechia,2021-07-03,Pfizer/BioNTech,6972303
Czechia,2021-07-03,Sinovac,56
Czechia,2021-07-04,Johnson&Johnson,95624
Czechia,2021-07-04,Moderna,745159
Czechia,2021-07-04,Oxford/AstraZeneca,767914
Czechia,2021-07-04,Pfizer/BioNTech,7001129
Czechia,2021-07-05,Johnson&Johnson,95649
Czechia,2021-07-05,Moderna,745438
Czechia,2021-07-05,Oxford/AstraZeneca,767995
Czechia,2021-07-05,Pfizer/BioNTech,7033598
Czechia,2021-07-05,Sinovac,57
Czechia,2021-07-06,Johnson&Johnson,95687
Czechia,2021-07-06,Moderna,746154
Czechia,2021-07-06,Oxford/AstraZeneca,768239
Czechia,2021-07-06,Pfizer/BioNTech,7065825
Czechia,2021-07-06,Sinopharm/Beijing,13
Czechia,2021-07-06,Sinovac,60
Czechia,2021-07-07,Johnson&Johnson,96677
Czechia,2021-07-07,Moderna,754724
Czechia,2021-07-07,Oxford/AstraZeneca,774444
Czechia,2021-07-07,Pfizer/BioNTech,7153955
Czechia,2021-07-07,Sinovac,64
Czechia,2021-07-08,Johnson&Johnson,97997
Czechia,2021-07-08,Moderna,763539
Czechia,2021-07-08,Oxford/AstraZeneca,781314
Czechia,2021-07-08,Pfizer/BioNTech,7232649
Czechia,2021-07-08,Sinovac,67
Czechia,2021-07-09,Covaxin,4
Czechia,2021-07-09,Johnson&Johnson,99433
Czechia,2021-07-09,Moderna,771652
Czechia,2021-07-09,Oxford/AstraZeneca,786641
Czechia,2021-07-09,Pfizer/BioNTech,7313672
Czechia,2021-07-09,Sinovac,69
Czechia,2021-07-10,Johnson&Johnson,99459
Czechia,2021-07-10,Moderna,772648
Czechia,2021-07-10,Oxford/AstraZeneca,787009
Czechia,2021-07-10,Pfizer/BioNTech,7350345
Czechia,2021-07-10,Sinovac,70
Czechia,2021-07-11,Johnson&Johnson,99507
Czechia,2021-07-11,Moderna,773077
Czechia,2021-07-11,Oxford/AstraZeneca,787435
Czechia,2021-07-11,Pfizer/BioNTech,7380861
Czechia,2021-07-12,Johnson&Johnson,100832
Czechia,2021-07-12,Moderna,783285
Czechia,2021-07-12,Oxford/AstraZeneca,792875
Czechia,2021-07-12,Pfizer/BioNTech,7459243
Czechia,2021-07-12,Sinovac,75
Czechia,2021-07-13,Johnson&Johnson,102673
Czechia,2021-07-13,Moderna,792474
Czechia,2021-07-13,Oxford/AstraZeneca,799827
Czechia,2021-07-13,Pfizer/BioNTech,7535576
Czechia,2021-07-13,Sinovac,76
Czechia,2021-07-14,Johnson&Johnson,104669
Czechia,2021-07-14,Moderna,800903
Czechia,2021-07-14,Oxford/AstraZeneca,806711
Czechia,2021-07-14,Pfizer/BioNTech,7614165
Czechia,2021-07-15,Johnson&Johnson,107008
Czechia,2021-07-15,Moderna,808508
Czechia,2021-07-15,Oxford/AstraZeneca,813822
Czechia,2021-07-15,Pfizer/BioNTech,7690032
Czechia,2021-07-15,Sinopharm/Beijing,14
Czechia,2021-07-15,Sinovac,78
Czechia,2021-07-16,Johnson&Johnson,109487
Czechia,2021-07-16,Moderna,816778
Czechia,2021-07-16,Oxford/AstraZeneca,818945
Czechia,2021-07-16,Pfizer/BioNTech,7772424
Czechia,2021-07-16,Sinopharm/Beijing,16
Czechia,2021-07-16,Sinovac,79
Czechia,2021-07-17,Johnson&Johnson,109993
Czechia,2021-07-17,Moderna,817263
Czechia,2021-07-17,Oxford/AstraZeneca,819103
Czechia,2021-07-17,Pfizer/BioNTech,7811086
Czechia,2021-07-17,Sinovac,80
Czechia,2021-07-18,Johnson&Johnson,110534
Czechia,2021-07-18,Moderna,817826
Czechia,2021-07-18,Oxford/AstraZeneca,819134
Czechia,2021-07-18,Pfizer/BioNTech,7843890
Czechia,2021-07-18,Sinovac,84
Czechia,2021-07-19,Johnson&Johnson,112001
Czechia,2021-07-19,Moderna,824598
Czechia,2021-07-19,Oxford/AstraZeneca,823221
Czechia,2021-07-19,Pfizer/BioNTech,7920526
Czechia,2021-07-19,Sinovac,85
Czechia,2021-07-20,Johnson&Johnson,113924
Czechia,2021-07-20,Moderna,831047
Czechia,2021-07-20,Oxford/AstraZeneca,828728
Czechia,2021-07-20,Pfizer/BioNTech,7993270
Czechia,2021-07-20,Sinovac,87
Czechia,2021-07-21,Johnson&Johnson,116766
Czechia,2021-07-21,Moderna,837228
Czechia,2021-07-21,Oxford/AstraZeneca,833995
Czechia,2021-07-21,Pfizer/BioNTech,8063129
Czechia,2021-07-21,Sinovac,88
Czechia,2021-07-22,Johnson&Johnson,119811
Czechia,2021-07-22,Moderna,842992
Czechia,2021-07-22,Oxford/AstraZeneca,838587
Czechia,2021-07-22,Pfizer/BioNTech,8127764
Czechia,2021-07-23,Johnson&Johnson,122926
Czechia,2021-07-23,Moderna,847885
Czechia,2021-07-23,Oxford/AstraZeneca,841469
Czechia,2021-07-23,Pfizer/BioNTech,8191834
Czechia,2021-07-23,Sinopharm/Beijing,17
Czechia,2021-07-24,Johnson&Johnson,124125
Czechia,2021-07-24,Moderna,848347
Czechia,2021-07-24,Oxford/AstraZeneca,841594
Czechia,2021-07-24,Pfizer/BioNTech,8223927
Czechia,2021-07-24,Sinopharm/Beijing,18
Czechia,2021-07-24,Sinovac,89
Czechia,2021-07-25,Johnson&Johnson,125285
Czechia,2021-07-25,Moderna,848764
Czechia,2021-07-25,Oxford/AstraZeneca,841631
Czechia,2021-07-25,Pfizer/BioNTech,8249971
Czechia,2021-07-25,Sinovac,90
Czechia,2021-07-26,Johnson&Johnson,127948
Czechia,2021-07-26,Moderna,852070
Czechia,2021-07-26,Oxford/AstraZeneca,844728
Czechia,2021-07-26,Pfizer/BioNTech,8310539
Czechia,2021-07-27,Johnson&Johnson,131245
Czechia,2021-07-27,Moderna,855659
Czechia,2021-07-27,Oxford/AstraZeneca,848967
Czechia,2021-07-27,Pfizer/BioNTech,8365591
Czechia,2021-07-27,Sinovac,92
Czechia,2021-07-28,Johnson&Johnson,135004
Czechia,2021-07-28,Moderna,858856
Czechia,2021-07-28,Oxford/AstraZeneca,853207
Czechia,2021-07-28,Pfizer/BioNTech,8418030
Czechia,2021-07-29,Johnson&Johnson,138325
Czechia,2021-07-29,Moderna,861676
Czechia,2021-07-29,Oxford/AstraZeneca,857289
Czechia,2021-07-29,Pfizer/BioNTech,8467870
Czechia,2021-07-30,Johnson&Johnson,141647
Czechia,2021-07-30,Moderna,864020
Czechia,2021-07-30,Oxford/AstraZeneca,860047
Czechia,2021-07-30,Pfizer/BioNTech,8522071
Czechia,2021-07-31,Johnson&Johnson,143211
Czechia,2021-07-31,Moderna,864338
Czechia,2021-07-31,Oxford/AstraZeneca,860250
Czechia,2021-07-31,Pfizer/BioNTech,8546972
Czechia,2021-07-31,Sinovac,93
Czechia,2021-08-01,Johnson&Johnson,144544
Czechia,2021-08-01,Moderna,864774
Czechia,2021-08-01,Oxford/AstraZeneca,860274
Czechia,2021-08-01,Pfizer/BioNTech,8566785
Czechia,2021-08-01,Sinovac,94
Czechia,2021-08-02,Johnson&Johnson,146992
Czechia,2021-08-02,Moderna,866773
Czechia,2021-08-02,Oxford/AstraZeneca,862455
Czechia,2021-08-02,Pfizer/BioNTech,8613993
Czechia,2021-08-03,Johnson&Johnson,150217
Czechia,2021-08-03,Moderna,868248
Czechia,2021-08-03,Oxford/AstraZeneca,865386
Czechia,2021-08-03,Pfizer/BioNTech,8659002
Czechia,2021-08-03,Sinovac,98
Czechia,2021-08-04,Johnson&Johnson,153196
Czechia,2021-08-04,Moderna,870475
Czechia,2021-08-04,Oxford/AstraZeneca,867923
Czechia,2021-08-04,Pfizer/BioNTech,8701253
Czechia,2021-08-04,Sinovac,99
Czechia,2021-08-05,Johnson&Johnson,156246
Czechia,2021-08-05,Moderna,872565
Czechia,2021-08-05,Oxford/AstraZeneca,870190
Czechia,2021-08-05,Pfizer/BioNTech,8747417
Czechia,2021-08-06,Johnson&Johnson,159344
Czechia,2021-08-06,Moderna,874333
Czechia,2021-08-06,Oxford/AstraZeneca,871821
Czechia,2021-08-06,Pfizer/BioNTech,8798047
Czechia,2021-08-07,Johnson&Johnson,160763
Czechia,2021-08-07,Moderna,874468
Czechia,2021-08-07,Oxford/AstraZeneca,871964
Czechia,2021-08-07,Pfizer/BioNTech,8818772
Czechia,2021-08-07,Sinopharm/Beijing,19
Czechia,2021-08-08,Johnson&Johnson,161848
Czechia,2021-08-08,Moderna,874577
Czechia,2021-08-08,Oxford/AstraZeneca,871979
Czechia,2021-08-08,Pfizer/BioNTech,8836647
Czechia,2021-08-09,Johnson&Johnson,164066
